Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],1974 [YR1974],1973 [YR1973],1972 [YR1972],1971 [YR1971],1970 [YR1970],1969 [YR1969],1968 [YR1968],1967 [YR1967],1966 [YR1966],1965 [YR1965],1964 [YR1964],1963 [YR1963],1962 [YR1962],1961 [YR1961],1960 [YR1960]
Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,Puerto Rico,PRI,..,..,..,58.99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force with advanced education, female (% of female working-age population with advanced education)",SL.TLF.ADVN.FE.ZS,Puerto Rico,PRI,..,..,..,52.42,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force with advanced education, male (% of male working-age population with advanced education)",SL.TLF.ADVN.MA.ZS,Puerto Rico,PRI,..,..,..,67.87,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,Puerto Rico,PRI,..,..,..,15.66,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force with basic education, female (% of female working-age population with basic education)",SL.TLF.BASC.FE.ZS,Puerto Rico,PRI,..,..,..,4.95,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,Puerto Rico,PRI,..,..,..,25.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,Puerto Rico,PRI,..,..,..,35.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,Puerto Rico,PRI,..,..,..,23.94,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS,Puerto Rico,PRI,..,..,..,46.52,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,Puerto Rico,PRI,..,39.9314363041762,42.4995440219142,42.2826166707668,42.0237172058657,41.6355639679823,41.2542083039028,40.9673437966074,41.01750762699,41.1316449560845,41.0061288525263,41.2462136702965,42.7189560761211,42.9403669648068,43.1613668561992,42.7526879320282,42.7137066845812,42.6955075123688,42.4350747107882,42.4464181247673,41.6318074079913,41.0262822565315,41.5384715965925,41.1459622030565,40.5353497727781,40.5825553614145,38.5755858319466,38.5835072395172,38.2304353013519,38.29665225963,38.1088920563262,37.9290852541597,36.8379164676989,35.8834273222792,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, total",SL.TLF.TOTL.IN,Puerto Rico,PRI,..,1330150,1173302,1158495,1147690,1126376,1102879,1119726,1146586,1142991,1159434,1154152,1187213,1196082,1206301,1254403,1292063,1339258,1378315,1410225,1420952,1383557,1376613,1353919,1342300,1361553,1356319,1347949,1307508,1266048,1262149,1257792,1199943,1187551,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS,Puerto Rico,PRI,..,..,13.5,13.5,13.4,13.4,13.4,13.4,..,..,..,..,13.5,14.4,14.4,14.4,12.6,12.6,12.6,12.6,12.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Land area (sq. km),AG.LND.TOTL.K2,Puerto Rico,PRI,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,..,..,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,..
Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,Puerto Rico,PRI,6.7879510222042,6.78795102220456,..,6.7879510222038,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Land under cereal production (hectares),AG.LND.CREL.HA,Puerto Rico,PRI,500,260,28,102,45,59,68,57,61,62,60,..,6,4,12,17,23,30,59,74,51,61,79,103,163,400,541,480,470,440,390,247,430,435,630,810,1300,1830,1840,620,650,670,673,805,880,910,920,920,1160,1180,1245,1870,1870,2260,3820,3400,7478,8901,10158,12094,9519,9489,15872,..
"Lead time to export, median case (days)",LP.EXP.DURS.MD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lead time to import, median case (days)",LP.IMP.DURS.MD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.FE,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM.MA,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending interest rate (%),FR.INR.LEND,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,Puerto Rico,PRI,17.8075463273,19.1203393615,20.1696807323,19.5356106274,19.5356106274,19.5356106274,19.5356106274,19.5356106274,19.5356106274,..,..,..,20.8037508372,21.4378209422,22.0665327082,22.705961152,22.6229068989,22.5358338915,22.4567983925,22.3737441393,22.2906898861,21.6566197812,21.0225496763,20.3884795713,19.7544094664,18.989060058,18.8577807546,18.7265014512,18.5952221478,18.4639428444,18.332663541,18.2013842376,18.0701049341,17.9388256307,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Puerto Rico,PRI,78.244,80.126,82.882,83.762,84.464,83.145,84.236,83.456,82.588,84.522,83.897,..,82.7,82.428,82.323,82.06,81.951,81.927,81.737,81.475,81.354,81.236,80.934,80.807,80.568,79.761,79.475,79.308,79.107,78.991,78.869,78.893,78.277,78.266,78.218,78.209,78.182,77.858,77.19,77.556,77.513,77.548,77.441,77.38,77.158,76.907,76.544,76.247,75.927,75.833,75.803,75.321,74.883,74.556,74.348,73.855,73.845,73.618,73.329,72.919,72.586,72.26,72.131,71.599
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Puerto Rico,PRI,69.741,71.87,74.985,75.66,76.139,75.425,75.475,74.832,73.644,75.865,75.578,..,74.848,74.495,74.315,73.977,73.82,73.769,73.525,73.365,73.14,73.065,72.825,72.663,72.369,71.379,71.006,70.66,70.238,69.951,69.57,69.471,69.782,69.755,69.702,69.714,69.718,69.761,69.164,69.675,69.63,69.677,69.475,69.297,69.153,68.966,68.91,68.532,68.195,67.789,67.74,67.629,67.791,67.791,67.879,67.707,67.478,67.15,66.931,66.731,66.617,66.534,66.601,66.447
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Puerto Rico,PRI,73.89,75.977,78.929,79.695,80.27,79.258,79.77,79.063,78.041,80.162,79.72,..,78.777,78.461,78.316,78.01,77.877,77.841,77.621,77.415,77.237,77.143,76.874,76.728,76.456,75.536,75.194,74.92,74.585,74.364,74.083,74.029,73.939,73.913,73.853,73.852,73.839,73.718,73.083,73.531,73.484,73.524,73.36,73.226,73.04,72.816,72.616,72.262,71.92,71.634,71.581,71.302,71.198,71.048,70.999,70.679,70.539,70.248,69.991,69.693,69.477,69.284,69.262,68.934
Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,Puerto Rico,PRI,..,0.0453966790251584,0.0256146851868139,0.0254382730338465,0.0247603256480676,0.0162779445859496,0.0187225735887303,0.0291589991038079,0.0474948469196963,..,..,..,0.0252183196349241,0.0249832763166804,0.0364657118023767,0.0368820711833509,0.0378866864328903,0.0375656495368645,0.0359217923905162,0.0347282963714985,0.0340849682949684,0.0340048372310123,0.0350676541891118,0.0480256046153169,0.0458331777279861,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,Puerto Rico,PRI,..,2200,3900,3900,4000,6100,5300,3400,2100,..,..,..,4000,4000,2700,2700,2600,2700,2800,2900,2900,2900,2900,2100,2200,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,Puerto Rico,PRI,..,..,10.3613645605,10.3940867075,12.50867481,12.8138476281,12.4905013643,13.9351673636,13.0729219083,12.7838867846,..,..,10.994087756,11.6590255637,11.4740841781,12.6004810619,13.8182155495,13.4702216967,17.6806520959,17.6945941637,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Listed domestic companies, total",CM.MKT.LDOM.NO,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Puerto Rico,PRI,89.73095703125,..,..,..,..,92.390022277832,..,..,..,92.4000015258789,..,..,..,..,..,92.5301513671875,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.850341796875,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Puerto Rico,PRI,89.5026931762695,..,..,..,..,92.3899612426758,..,..,..,92.4000015258789,..,..,..,..,..,91.3307800292969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.7480316162109,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,Puerto Rico,PRI,89.6224975585938,..,..,..,..,92.3899993896484,..,..,..,92.4000015258789,..,..,..,..,..,91.9652328491211,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.7460632324219,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,Puerto Rico,PRI,1.02005994319916,..,..,..,..,1,..,..,..,1,..,..,..,..,..,1.00039994716644,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.01461005210876,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,Puerto Rico,PRI,94.1121292114258,..,..,..,..,92.3897018432617,..,..,..,92.4000015258789,..,..,..,..,..,98.8541870117188,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.3973617553711,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,Puerto Rico,PRI,92.2238998413086,..,..,..,..,92.3899536132812,..,..,..,92.4000015258789,..,..,..,..,..,98.814582824707,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.0182723999023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,Puerto Rico,PRI,93.166877746582,..,..,..,..,92.3898315429688,..,..,..,92.4000015258789,..,..,..,..,..,98.8341827392578,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.7458572387695,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Livestock production index (2014-2016 = 100),AG.PRD.LVSK.XD,Puerto Rico,PRI,187.73,160,101.57,101.36,97.07,97.21,94.97,88.28,89.22,83.5,89.28,..,104.39,110.56,114.3,119.36,124.6,128.12,131.12,135.74,136.47,144.97,136.86,147.35,150.96,154.04,164.93,164.32,164.68,173.55,173.34,176.63,181.13,189.33,185.75,180.11,187.28,172.16,157.1,157.5,155.26,155.88,160.35,165.15,185.43,177.56,162.85,154.89,143.46,144.33,144.26,140.77,136.77,130.81,130.47,130.62,130.15,128.57,123.96,116.59,113.43,105.06,98.71,..
Logistics performance index: Ability to track and trace consignments (1=low to 5=high),LP.LPI.TRAC.XQ,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Competence and quality of logistics services (1=low to 5=high),LP.LPI.LOGS.XQ,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),LP.LPI.CUST.XQ,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),LP.LPI.TIME.XQ,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low-birthweight babies (% of births),SH.STA.BRTW.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lower secondary completion rate, female (% of relevant age group)",SE.SEC.CMPT.LO.FE.ZS,Puerto Rico,PRI,..,..,..,93.0742568969727,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lower secondary completion rate, male (% of relevant age group)",SE.SEC.CMPT.LO.MA.ZS,Puerto Rico,PRI,..,..,..,87.4262466430664,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,Puerto Rico,PRI,..,..,..,90.1837310791016,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower secondary school starting age (years),SE.SEC.AGES,Puerto Rico,PRI,..,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN,Puerto Rico,PRI,6.06800319976249,8.68319302952402,..,..,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0.0327679944075956,0.0393837599907332,10.1870640075882,11.1936346252034,12.4217022107423,11.7619710160899,8.18565943847457,5.16256131927774,5.11864055538286,5.21422227998354,2.84182785651539,3.80007030547131,3.30195785598721,3.86733319701895,4.88022556925434,5.32924934204026,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Male primary school age children out-of-school (%),SE.LPV.PRIM.SD.MA,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.LD.MA,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mammal species, threatened",EN.MAM.THRD.NO,Puerto Rico,PRI,..,..,..,..,..,..,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Puerto Rico,PRI,39.6217229564619,39.6889555896262,46.7331994088581,47.9026461782531,48.4428777218371,47.3351314082456,47.4373031980594,47.6416960915622,47.7694851882413,47.5181016775881,46.1333025732782,45.6044538571343,46.4430453879941,46.2477157440373,46.5961214408924,47.3436516899045,45.5173801895719,42.966895309982,42.0407536240206,42.061326883884,42.4012428942975,42.730841179835,43.6368228750431,43.9738354031847,42.8166234156547,37.4504244394115,42.5140146136552,40.056621864647,40.7284074058186,41.8954705512521,42.1966091241182,41.7837859973345,40.9553101131,39.2148166240495,39.174466997145,39.7001417429072,39.4704858943303,38.8422166993044,38.9833014608757,38.464508991473,37.0796337242281,36.5308216318106,36.306774381569,36.757157404008,34.8407843137255,34.9682042095835,33.2835564883109,33.1601364761501,28.9145310613176,28.6383510306059,26.8250885410716,25.2460933179541,23.6204576043069,23.1096192424573,24.6104871432735,24.2534946850344,24.1090384125456,24.4125532250434,23.4079472496963,23.9291966543474,24.1215289681179,..,..,21.6502157337904
"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (constant 2015 US$)",NV.IND.MANF.KD,Puerto Rico,PRI,..,..,..,49519600000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (current LCU)",NV.IND.MANF.CN,Puerto Rico,PRI,12125800000,24488800000,47876200000,49519600000,50543700000,48966063360.9167,47891800000,50084000000,49265100000,50571900000,52392300000,53768700000,47580900000,46971400000,46760000000,46577300000,43872200000,40233900000,37636619600,36709512800,35580800000,34322400000,32652300000,31495600000,29632700000,21661700000,22994300000,19302100000,18466600000,17867300000,16748100000,15427600000,14183000000,12661300000,11032000000,10475200000,9483100000,8548900000,7909400000,7370800000,6406100000,6124100000,5793000000,5306300000,4442200000,3904200000,3298700000,2974000000,2370500000,2200800000,1878400000,1597800000,1333800000,1163500000,1097800000,956000000,851700000,774000000,674500000,615100000,562900000,..,..,366300000
