Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],1974 [YR1974],1973 [YR1973],1972 [YR1972],1971 [YR1971],1970 [YR1970],1969 [YR1969],1968 [YR1968],1967 [YR1967],1966 [YR1966],1965 [YR1965],1964 [YR1964],1963 [YR1963],1962 [YR1962],1961 [YR1961],1960 [YR1960]
"Net bilateral aid flows from DAC donors, Germany (current US$)",DC.DAC.DEUL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Iceland (current US$)",DC.DAC.ISLL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Lithuania (current US$)",DC.DAC.LTUL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, New Zealand (current US$)",DC.DAC.NZLL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Poland (current US$)",DC.DAC.POLL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",DC.DAC.SVKL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC.DAC.SWEL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,Japan,JPN,..,-9258432782.5366,-1993455509.87791,-2252671181.26741,-6579728159.5445,-2498993250.54329,-1922509970.18999,-3808661034.19253,-1932522234.64785,-3856264548.97555,-865183970.086396,-2856989048.83117,-7681238232.73307,-1017167485.72165,496966184.120549,-4964295017.37849,-4990559942.09527,-5468482040.91611,-4028832172.24356,-4756576027.60637,-4877581212.57608,-4787080964.82598,-3997621312.29863,-3321241429.5521,-2868839073.55898,-16467642192.6148,-14454722960.9391,-4049422929.86219,-3287427602.3646,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net domestic credit (current LCU),FM.AST.DOMS.CN,Japan,JPN,1.047622E+15,1.233192E+15,1.3214306E+15,1.373427E+15,1.4584466E+15,1.5197723E+15,1.5443205E+15,1.600575E+15,1.7041882E+15,1.7466884E+15,1.7459604E+15,1.8291859E+15,1.263215E+15,1.208667E+15,1.1693493E+15,1.1588086E+15,1.1400961E+15,1.1121925E+15,1.1035535E+15,1.1280985E+15,1.1517115E+15,1.16375007049039E+15,1.17362879756691E+15,1.16452007193135E+15,1.19440614815291E+15,1.2181406E+15,1.2117526E+15,1.143446E+15,1.313745E+15,1.268331E+15,1.228068E+15,1.192591E+15,1.153124E+15,1.097263E+15,973523000000000,886511000000000,803430000000000,732965000000000,670040000000000,617439000000000,568220000000000,523229000000000,474355000000000,428939000000000,385267000000000,346387000000000,303741000000000,268615000000000,231369000000000,196102000000000,168393000000000,140402000000000,112557000000000,93196000000000,53940000000000,46104000000000,40251000000000,34215000000000,28838000000000,24714000000000,20741000000000,16630000000000,11516000000000,9619000000000
"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,Japan,JPN,..,16944919643.9127,24340127339.9618,46729914824.2301,74234564233.7263,-32871980974.545,8046559770.06492,55113878786.7061,-15821040399.6594,-39371244400.4787,-35942432116.5753,19449238242.3304,-42951879862.327,-5948820009.97463,27464406540.1766,30940309470.5389,26924278396.0719,43893285546.7232,16104034734.9526,-31991518124.5721,-16289224865.4493,-28927821431.9494,-16994322775.3607,360107981.921123,3673150665.25638,17685562295.6635,3666195894.88424,34365131504.838,647338930.01453,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net financial account (BoP, current US$)",BN.FIN.TOTL.CD,Japan,JPN,..,138376960889.864,58698141070.0532,180949045309.978,264704228606.363,167797752857.307,183392585076.298,227915215372.209,132275363646.423,153297558519.388,53469326173.9201,167282872645.347,-4254582114.94789,53151012201.4154,157558057132.93,246864000597.214,167611428106.314,180540739171.874,223810848965.01,137924675200.913,148955944005.923,148278847177.864,118388575966.424,105900162444.387,87024232346.0266,115344351535.346,103896507634.791,125771588263.337,66354037974.9452,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net financial flows, bilateral (NFL, current US$)",DT.NFL.BLAT.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net financial flows, IBRD (NFL, current US$)",DT.NFL.MIBR.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net financial flows, IMF nonconcessional (NFL, current US$)",DT.NFL.IMFN.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net financial flows, others (NFL, current US$)",DT.NFL.MOTH.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net financial flows, RDB concessional (NFL, current US$)",DT.NFL.RDBC.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net financial flows, RDB nonconcessional (NFL, current US$)",DT.NFL.RDBN.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net foreign assets (current LCU),FM.AST.NFRG.CN,Japan,JPN,-30521000000000,27727500000000,86365600000000,77870300000000,79850000000000,83502100000000,81005900000000,79688900000000,92785100000000,95468500000000,92230200000000,100608000000000,107018600000000,91648200000000,84761800000000,79919700000000,72940300000000,76840400000000,108766900000000,82049700000000,70902800000000,41760000000000,33508300000000,37963800000000,40842000000000,27356300000000,32687000000000,53334000000000,41937000000000,46014000000000,34563000000000,31776000000000,-7625000000000,-17858000000000,-25833000000000,-21613000000000,-19879000000000,-16883000000000,-9695000000000,-6668000000000,-3182000000000,-4320000000000,-2985000000000,-2669000000000,-721000000000,3360000000000,2865000000000,480000000000,-421000000000,403000000000,2487000000000,5589000000000,4129000000000,2063000000000,1565000000000,762000000000,361000000000,576000000000,449000000000,301000000000,273000000000,374000000000,427000000000,680000000000
"Net incurrence of liabilities, total (% of GDP)",GC.LBL.TOTL.GD.ZS,Japan,JPN,..,8.40220635216206,6.57640258205782,2.61495452968158,4.04082117022305,3.14459393244653,3.26786136789944,2.30018848891256,13.871000848079,8.6573789378169,6.47381564134719,..,6.62460394188644,6.25753909238569,10.6942240700502,6.46870832349219,9.37617691413719,3.39833103395489,3.03359079308643,0.449912943583182,3.82848878042258,6.60476776673406,13.1483069787006,6.89799223495635,5.32957625252067,10.5459523445665,6.70996728036333,6.29958417456941,4.4501842083299,6.00087996188749,3.21434380321935,3.18871559003825,1.66494367277768,0.532743042646508,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net incurrence of liabilities, total (current LCU)",GC.LBL.TOTL.CN,Japan,JPN,..,44986900000000,34119100000000,14069300000000,21996800000000,17391900000000,18189900000000,12833000000000,74876800000000,47838200000000,36234600000000,..,33699400000000,31317400000000,53198300000000,32701300000000,46406300000000,17937200000000,16359600000000,2407800000000,20387300000000,34965700000000,68893000000000,36178500000000,28334900000000,55690000000000,35998800000000,34241100000000,23833500000000,31301400000000,16422600000000,16087000000000,8394000000000,2618000000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,Japan,JPN,0.753313876518524,1.52245620568763,1.24357424958222,1.13864911084335,1.11803743299987,..,..,..,..,..,..,..,1.38207031798272,1.20421671664921,1.24179589099503,1.23515767393705,1.45254439744421,1.28584576898579,1.22505547657189,1.25814180236493,1.32608321709261,1.28137296328737,1.38819387268626,1.44917229241149,1.42478029409734,1.55066592509817,1.40474119725464,1.25113743948528,1.36406216944776,1.46121601530635,1.36200444652263,..,..,..,0.73124548799156,0.836814025322612,0.927203414123175,0.792944168389657,0.74971657951799,0.80084188503164,0.869654235414904,0.89566305052094,0.939494035123239,1.01532397230665,1.07106624250077,1.11454808985345,1.00601041804965,0.93242971077721,0.995278973904451,0.925726169459722,0.804531449552794,1.05876495736157,..,..,..,..,..,..,..,..,..,..,..,..
Net investment in nonfinancial assets (current LCU),GC.NFN.TOTL.CN,Japan,JPN,3475000000000,8151500000000,6451800000000,6126300000000,6086200000000,..,..,..,..,..,..,..,7030600000000,6026800000000,6177300000000,6244100000000,7189200000000,6787000000000,6606500000000,6733200000000,7061600000000,6783600000000,7273700000000,7600600000000,7574900000000,8188600000000,7536400000000,6800500000000,7305400000000,7621900000000,6958700000000,..,..,..,3137000000000,3352000000000,3461000000000,2833000000000,2552000000000,2560000000000,2625000000000,2585000000000,2580000000000,2600000000000,2530000000000,2429000000000,1991000000000,1656000000000,1574000000000,1325000000000,965000000000,1043000000000,..,..,..,..,..,..,..,..,..,..,..,..
Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,Japan,JPN,-1.1318134530369,-6.06362098227235,-5.20995121537516,-4.43951041601034,-4.45214475739238,-3.54369133911798,-3.15866856643218,-3.7750658348969,-10.2521228836465,-7.24715394245884,-5.52210867733135,..,-6.77079995580898,-7.36854430403775,-8.25316932050709,-7.39249018753761,-8.74423968720148,-5.0013091490001,-2.55447199487763,-3.08649472635061,-3.85528611743956,-4.89100037419657,-6.06522986301087,-6.29215256978024,-5.48746092147542,-6.98882856227935,-9.45624340397549,-3.24403444496081,-3.77915091452513,-3.79066109293567,-3.78007269686745,..,..,..,-2.51145645126588,-2.15544519529697,-3.03557985710191,-4.24629579196593,-4.3634562521868,-5.10317721504732,-5.99547912316325,-5.81851822336485,-5.81830840821671,-6.26064381693084,-6.54408773777743,-6.63819152569367,-5.6833777911715,-4.99942234419737,-4.50594534183171,-1.96114215673467,0.135894949509954,-1.26787864980307,..,..,..,..,..,..,..,..,..,..,..,..
Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN,Japan,JPN,-5221000000000,-32465700000000,-27029800000000,-23886000000000,-24235900000000,-19599200000000,-17582100000000,-21061500000000,-55341800000000,-40045700000000,-30907800000000,..,-34443100000000,-36877700000000,-41055300000000,-37371300000000,-43278600000000,-26398100000000,-13775800000000,-16518000000000,-20530000000000,-25893000000000,-31779900000000,-33001000000000,-29174300000000,-36905900000000,-50732500000000,-17632800000000,-20239700000000,-19772600000000,-19313000000000,..,..,..,-10774000000000,-8634000000000,-11331000000000,-15171000000000,-14853000000000,-16313000000000,-18097000000000,-16793000000000,-15978000000000,-16032000000000,-15458000000000,-14467000000000,-11248000000000,-8879000000000,-7126000000000,-2807000000000,163000000000,-1249000000000,..,..,..,..,..,..,..,..,..,..,..,..
Net migration,SM.POP.NETM,Japan,JPN,26291,84477,139401,150215,156993,164070,177470,183953,87584,87584,99994,99994,134721,137344,139793,148460,159210,158396,163068,160536,153248,135835,119257,102260,93257,72925,56577,46477,41491,38572,41331,39228,34064,31126,17970,8399,-3413,-12925,-8228,-11510,-18563,-32081,-39929,-30594,-21454,852,31569,47790,22942,38925,67245,93814,110997,124197,116285,93749,74137,65702,49763,29206,3819,-18594,-33403,-46245
Net ODA provided to the least developed countries (% of GNI),DC.ODA.TLDC.GN.ZS,Japan,JPN,0.035216862586137,0.0268055822197523,0.0479220171679758,0.0540747202516646,0.0496699749169159,0.0661071688661842,0.0635912448361128,0.0643383365099239,0.0876323298271487,0.0791543849340228,0.0974622675460995,..,0.106821372002092,0.0489311535578598,0.041964389075305,0.0467406671242586,0.03568557244224,0.0275694283164916,0.0409363080080247,0.0242278757538571,0.0271310228274965,0.018861020936641,0.0239072383702293,0.024672971750435,0.0273031908342842,0.0244743449482247,0.0282639153043984,0.0225590651972023,0.0254027688271861,0.0305133081882068,0.0324122930440996,0.0281963071503165,0.0266632752187078,0.0292872371482409,0.0429014844804319,0.0469937406021611,0.0462303675900103,0.0467976028768738,0.0418685191353509,0.0345004784772729,0.0394859704202574,0.0596572417555543,0.0441498592367719,0.0583324039426675,0.0586618552757922,0.0370639172688762,0.0204228162310634,0.0161541751902939,0.0207904384070708,0.0252242957700495,0.0285528483692579,0.0223977952535225,0.0175192467725983,0.0127994328866659,0.0146976299922393,0.0107906652734239,0.00915999008837862,0.0134604105571848,0.0148135631407007,0.0227448052756004,0.0442319011183049,0.0447444387841739,0.0268774703557312,0.0513124274099884
"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,Japan,JPN,1042560000,1288700000,2293740000,2462200000,2540390000,3327820000,3265620000,3439550000,4577460000,4154020000,4387970000,..,5448550000,2996810000,2555070000,2631170000,1848680000,1390090000,1851920000,1086870000,1268380000,897600000,1046110000,1002990000,1159040000,1115020000,1128860000,985550000,1205180000,1626950000,1500220000,1192860000,985360000,993180000,1239810000,1343880000,1102340000,918490000,556840000,433710000,457550000,634240000,504500000,606720000,585880000,356970000,140230000,90260000,103500000,115890000,117670000,67130000,40210000,26000000,24620000,15490000,11090000,13770000,13150000,18280000,30060000,26350000,14280000,22090000
"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS,Japan,JPN,0.306336,0.280972,0.19813,0.202108,0.20367,0.227698,..,..,..,..,..,..,0.224857,0.173148,0.182079,0.196432,0.182736,0.190409,0.170144,0.248231,0.280759,0.187485,0.202931,0.228355,0.231959,0.266965,0.266402,0.214203,0.198961,0.271745,0.286019,0.266135,0.30174,0.322963,0.310215,0.319393,0.307894,0.287077,0.285478,0.343544,0.324569,0.284377,0.277492,0.322374,0.26884,0.230019,0.207453,0.197752,0.230547,0.245126,0.245316,0.203889,0.222513,0.225447,0.260044,0.248276,0.318246,0.278886,0.27453,0.144084,0.202472,0.144846,0.202899,0.244135
"Net ODA provided, total (constant 2021 US$)",DC.ODA.TOTL.KD,Japan,JPN,11069505572,12078857900,9433228986,10248333414,10387264955,11793672138,10194134094,11647832268,13171179798,15767000000,20103424055,..,10696016377,8059514846,8350696816,9022128559,8065611373,9012812784,8149191546,11567463775,12785304286,8431401756,8895221746,9883908875,10032912671,11337693227,11257366748,9149639469,8340452181,11023420921,10881577487,10081015190,11425803078,12102199331,10665006533,10310862512,9386394736,8385469984,8143529869,9316959924,8251696500,7020842800,6622620154,7426718400,6063057542,4933812580,4234759004,3872213587,4348697060,4496389055,4537095778,3506443303,3505637500,3401732703,3459992133,2988599549,3434424377,2683533264,2409363635,1207007775,1515305522,986330021,1303614944,1367829356
